300	266
60	43	35
62	45	35
62	45	35
43	32	26
31	26	22
30	25	21
27	24	17
27	26	21
32	25	19
57	43	32
130	115	92
102	85	69
50	35	30
29	26	21
27	23	20
27	26	21
28	27	22
31	28	23
30	29	25
32	31	27
36	35	31
37	36	32
38	39	34
41	42	37
46	47	42
53	54	49
57	58	53
57	58	53
62	63	58
68	69	64
72	74	69
75	77	74
81	83	82
89	91	86
97	100	93
104	105	97
109	109	101
110	109	104
108	109	103
108	109	101
110	112	101
110	113	104
108	111	104
111	112	106
107	106	102
79	78	74
93	94	89
91	91	89
92	91	89
93	93	93
91	91	93
91	91	93
101	101	103
18	18	18
4	4	6
4	5	7
4	8	9
5	8	13
5	9	12
4	5	7
2	2	2
3	3	3
9	9	9
6	6	6
4	4	4
3	3	3
3	5	4
5	7	6
8	9	11
8	8	8
8	10	9
33	33	31
53	57	56
42	51	50
45	56	58
10	15	19
5	11	11
10	14	15
13	17	18
7	8	10
5	3	4
4	4	4
3	3	3
4	4	4
6	6	6
8	8	8
4	4	4
4	4	4
6	6	6
6	6	6
5	5	5
3	3	3
3	3	3
6	6	6
8	8	8
6	8	7
6	8	7
6	8	7
6	8	7
7	9	8
6	8	7
6	8	7
6	8	7
6	8	7
7	9	8
6	8	7
7	9	8
9	9	9
15	15	15
22	22	24
11	16	20
11	15	16
28	19	22
76	56	49
107	79	55
82	61	40
28	21	15
10	9	7
5	10	6
21	16	12
37	30	24
61	53	50
74	71	66
58	48	46
44	34	32
36	25	23
69	61	50
73	69	57
77	67	57
90	75	56
85	67	45
81	58	44
77	50	33
119	89	65
140	121	88
99	72	43
80	49	31
76	50	37
76	46	35
85	52	35
81	50	32
71	42	28
69	40	24
74	48	31
47	29	19
36	25	21
38	31	25
33	24	19
34	21	15
49	32	25
57	42	37
51	36	31
58	39	32
90	74	61
89	77	63
68	54	45
55	40	33
40	29	25
34	25	18
31	24	18
25	20	16
28	20	18
36	27	22
53	38	31
63	44	37
85	58	51
114	75	68
138	102	90
152	114	103
158	115	106
161	121	111
167	125	113
176	132	121
182	140	128
188	148	136
195	156	141
199	160	145
203	164	147
207	170	154
210	173	157
210	174	158
214	177	159
214	179	157
212	180	159
210	178	157
205	175	151
203	173	149
198	167	146
190	158	137
182	139	122
175	132	116
172	123	116
164	105	107
155	95	95
150	92	91
152	98	96
160	104	103
164	109	102
169	111	110
174	113	112
181	113	110
180	110	110
182	112	114
184	113	111
181	111	109
193	123	74
212	158	24
218	173	12
220	175	12
217	167	10
214	159	4
213	163	2
215	170	9
221	176	13
222	177	14
222	177	14
222	177	14
222	177	14
222	179	14
221	178	13
221	178	13
222	179	14
221	178	14
221	177	16
223	178	15
223	178	14
224	179	15
225	180	16
225	182	18
223	179	18
222	179	15
224	179	15
222	177	13
221	176	13
224	179	15
225	181	12
229	185	14
232	191	15
235	195	19
240	201	22
243	204	25
238	200	29
232	194	23
219	176	9
206	156	0
189	141	5
182	134	72
189	152	136
190	158	147
188	152	138
187	145	129
184	141	124
176	137	122
178	132	119
170	128	116
158	116	104
146	106	96
130	92	83
112	72	60
108	69	52
123	92	74
128	105	87
118	100	86
81	64	54
65	47	37
75	55	44
81	57	47
96	63	46
123	84	53
152	118	81
125	92	61
72	46	31
41	28	20
36	23	17
47	34	28
56	39	32
55	37	33
67	50	40
82	63	48
97	81	65
99	85	72
70	47	39
72	48	36
72	54	40
59	42	32
52	37	34
63	43	32
88	62	45
84	68	55
52	37	34
53	35	25
93	70	54
84	58	43
66	49	42
43	30	24
43	29	20
57	41	28
57	47	37
37	26	20
49	32	25
60	41	35
57	43	32
66	49	39
41	32	25
26	23	18
29	26	21
26	23	16
23	23	15
33	26	20
53	36	29
113	95	75
118	99	84
59	40	34
30	25	21
23	22	18
26	25	20
26	27	21
28	23	20
29	25	22
30	29	25
30	29	25
31	30	26
31	32	27
31	32	27
35	34	30
45	47	42
40	43	36
36	37	31
37	38	32
40	41	36
42	42	40
36	36	34
45	46	41
73	76	67
97	98	90
107	109	98
107	107	99
108	107	102
107	108	102
108	109	101
108	110	99
104	110	98
108	111	100
108	109	103
100	101	96
74	74	72
93	95	92
91	91	91
92	90	91
94	94	92
92	92	92
90	92	91
99	100	102
18	18	18
4	4	6
4	5	7
4	8	11
5	8	13
5	9	12
3	5	4
1	1	1
3	3	3
12	12	12
9	9	9
3	3	3
3	5	4
6	8	7
6	7	9
5	6	8
7	7	7
11	11	11
24	23	19
43	49	49
25	36	38
16	26	28
9	14	20
8	12	13
17	18	20
17	23	23
9	13	14
3	3	3
4	4	4
3	5	4
4	4	4
4	2	3
8	8	8
4	4	4
4	4	4
6	6	6
6	6	6
4	4	4
2	2	2
1	1	1
5	5	5
8	8	8
7	9	8
6	8	7
6	8	7
7	9	8
7	9	8
6	8	7
7	9	8
6	8	7
6	8	7
6	8	7
7	9	8
6	8	7
8	8	8
25	25	25
26	24	25
17	18	22
15	16	18
22	18	19
66	48	48
116	89	70
112	93	63
47	37	25
15	11	8
9	11	8
25	20	16
35	30	26
53	48	45
70	72	67
54	51	46
49	46	41
39	29	27
69	60	53
75	77	64
73	64	55
82	64	50
93	75	53
92	66	49
93	60	41
136	114	90
126	105	74
89	61	37
74	47	30
77	50	39
77	48	34
90	57	38
81	48	29
69	39	28
64	36	22
75	48	29
55	33	22
36	22	19
35	24	22
36	22	19
49	32	25
58	39	32
49	36	30
40	26	25
54	39	34
84	67	59
70	53	45
60	43	36
47	32	25
34	25	20
39	30	23
29	24	18
23	19	16
26	21	18
39	28	22
53	38	31
57	42	35
75	55	48
96	63	56
123	83	75
141	104	95
151	113	104
162	119	112
164	124	114
171	127	116
177	135	123
182	144	131
190	153	137
198	156	142
203	159	146
207	165	149
209	170	153
211	172	155
212	177	158
215	180	161
213	181	160
211	179	158
207	175	154
204	172	149
205	171	146
198	161	142
192	149	132
187	144	128
183	136	126
174	119	116
163	102	101
149	88	85
153	83	85
159	79	82
163	77	80
167	74	82
172	75	84
176	79	86
175	80	86
178	83	89
180	90	90
175	90	87
182	99	67
209	149	27
217	173	14
220	177	13
216	168	6
215	163	2
212	163	0
219	172	8
221	176	13
223	178	15
222	177	14
222	177	13
222	177	13
223	178	14
222	179	14
223	180	15
223	178	15
223	180	16
221	180	14
222	181	15
223	180	16
223	180	16
224	183	17
222	183	17
224	181	17
224	181	16
224	181	14
226	181	17
228	184	17
231	189	17
237	197	22
240	203	27
244	209	31
245	212	35
244	213	35
239	210	31
231	195	23
215	169	13
194	140	8
185	126	22
177	126	61
184	140	113
189	153	141
188	152	138
188	146	132
181	139	123
176	134	118
174	132	116
169	127	111
160	116	107
151	111	99
134	96	83
119	76	69
111	64	54
124	88	72
132	113	96
127	111	98
90	71	65
63	39	37
92	70	57
123	110	91
126	114	98
106	80	63
117	76	48
140	108	70
120	87	56
78	50	36
58	45	36
37	27	18
40	31	24
47	34	26
49	34	27
55	42	34
74	52	41
85	58	47
80	56	44
75	52	38
84	62	48
68	50	38
56	39	31
60	38	27
72	49	33
84	66	44
65	51	38
47	28	24
71	49	38
110	87	69
79	62	46
56	39	32
39	24	21
42	28	19
55	41	30
48	39	32
31	24	18
48	35	27
53	34	28
62	44	34
67	49	39
45	32	24
31	24	18
34	29	23
32	29	22
26	23	16
30	25	19
47	32	25
102	81	62
123	105	85
66	47	40
37	29	26
21	22	17
24	23	18
25	26	21
23	22	18
28	24	21
28	27	23
24	25	20
27	28	23
28	27	23
30	29	25
36	37	32
40	40	38
33	34	29
34	35	29
37	36	32
37	36	34
39	38	36
34	33	29
48	47	42
79	79	69
104	104	94
109	110	102
108	109	101
110	111	103
110	110	102
111	111	103
112	109	102
109	110	102
109	110	102
112	111	106
97	96	91
78	80	75
90	95	91
90	94	93
93	93	95
92	92	90
92	92	90
91	91	89
100	100	100
19	19	19
4	4	6
4	5	7
4	8	11
5	8	13
6	7	11
5	5	5
2	2	2
5	5	5
10	10	10
9	9	9
4	4	4
5	7	6
5	7	6
4	5	7
7	8	12
6	6	6
7	7	7
15	14	10
38	44	44
15	26	28
1	9	12
8	13	17
8	12	13
31	36	39
39	48	47
16	22	20
4	2	3
5	3	4
3	3	3
4	4	4
4	4	4
7	7	7
5	5	5
4	4	4
5	5	5
7	7	7
5	5	5
1	1	1
1	1	1
5	5	5
7	9	8
6	8	7
6	8	7
6	8	7
8	10	9
8	10	9
7	9	8
8	10	9
7	9	8
6	8	7
7	9	8
6	8	7
7	9	8
13	13	13
20	20	20
24	22	23
24	21	28
17	18	20
18	17	15
48	33	36
114	90	78
141	124	96
78	67	47
34	26	23
25	24	20
39	34	30
33	33	25
57	52	49
72	74	69
56	55	50
57	54	49
44	36	33
70	59	55
80	86	72
64	57	47
69	52	42
91	72	55
102	73	55
116	85	64
138	122	96
110	86	58
80	55	33
71	48	32
82	56	43
85	56	40
91	59	38
78	49	31
64	35	27
52	28	18
71	45	30
59	35	23
40	22	18
37	24	18
44	31	25
56	39	32
59	40	33
41	30	24
40	26	23
49	34	29
54	37	30
51	36	31
44	31	25
32	23	16
31	20	16
43	32	26
35	26	19
28	23	19
38	29	24
50	31	24
58	38	29
64	45	38
69	55	46
83	58	53
99	61	58
128	85	79
146	103	96
153	113	105
160	122	113
168	124	115
173	131	117
177	137	125
185	145	133
194	152	138
201	158	141
206	163	146
208	166	150
209	170	155
213	176	158
215	178	160
214	179	160
212	180	159
207	175	154
204	169	147
203	169	144
201	165	143
196	155	137
189	146	129
183	133	122
175	120	113
171	112	104
165	106	100
168	103	101
168	88	89
176	82	83
179	76	77
185	77	77
188	79	82
191	82	85
195	82	86
193	82	89
188	81	87
184	89	67
209	142	37
217	170	18
221	178	14
220	173	9
215	163	2
213	160	2
220	168	7
222	177	14
223	178	15
223	178	15
223	178	14
223	178	14
222	177	13
222	179	14
224	181	16
224	179	16
225	182	17
221	182	16
223	184	18
225	184	18
224	181	16
226	181	17
226	182	15
227	183	16
230	187	20
232	191	21
236	196	23
240	202	29
245	209	35
247	214	37
244	213	34
242	211	33
236	198	25
225	177	15
210	152	9
196	129	16
185	116	39
182	125	82
180	136	109
186	148	129
193	151	137
191	149	137
186	144	128
182	140	126
176	133	124
172	130	116
167	128	113
159	120	105
153	113	101
138	102	90
123	83	73
113	66	56
123	85	72
139	120	103
127	118	101
91	73	71
66	42	38
70	50	41
96	78	64
125	114	96
128	117	97
113	84	66
115	73	49
131	99	61
106	72	44
74	46	34
74	60	51
50	41	32
37	30	22
39	30	21
45	32	23
49	36	28
55	40	33
66	43	35
73	45	33
83	57	42
80	61	46
64	46	34
54	37	29
71	48	32
83	60	42
79	66	47
52	42	30
48	29	22
90	68	57
125	106	89
74	56	42
51	37	28
40	25	20
43	29	20
50	36	27
36	27	22
27	19	16
46	36	27
53	36	29
64	44	33
66	46	35
57	40	32
39	28	22
39	32	26
33	30	23
25	24	19
30	27	22
43	30	24
95	74	55
128	112	89
71	53	41
40	31	26
21	22	17
25	24	20
24	24	22
25	26	21
26	25	21
28	27	23
25	26	21
27	28	23
29	28	24
32	31	27
36	35	31
33	29	28
33	29	26
35	32	27
35	34	30
33	32	30
32	31	29
33	34	29
49	50	44
81	82	68
105	107	93
110	112	99
109	111	100
111	111	103
111	111	103
115	112	105
115	112	107
113	112	107
111	110	105
113	112	107
92	91	87
78	80	75
90	95	91
88	93	89
91	93	92
90	90	92
91	93	92
92	94	93
103	103	103
18	18	18
4	4	6
4	5	7
5	9	12
5	8	13
6	7	11
5	5	5
3	3	3
4	4	4
9	9	9
8	8	8
3	3	3
5	5	5
5	7	6
6	7	9
6	7	11
6	6	8
8	8	8
19	18	16
36	40	41
16	26	28
6	11	15
6	11	15
7	12	15
24	29	33
38	48	49
21	27	25
4	4	4
4	4	4
3	3	3
3	3	3
4	4	4
7	7	7
6	6	6
5	5	5
5	5	5
6	6	6
5	5	5
2	2	2
1	1	1
5	5	5
6	8	7
6	8	7
8	10	9
7	9	8
7	9	8
6	8	7
5	7	6
5	7	6
7	9	8
6	8	7
7	9	8
7	9	8
11	13	12
15	15	15
10	10	10
13	13	13
27	26	32
25	29	32
22	22	20
40	25	28
109	85	81
151	133	113
102	89	70
58	48	39
43	38	34
49	46	41
41	41	33
63	58	54
72	71	67
59	56	51
61	56	50
53	45	42
78	67	65
75	77	64
58	51	41
62	49	41
79	60	45
111	80	62
125	103	79
117	100	74
92	65	38
77	50	29
76	50	33
84	57	40
88	57	39
91	56	36
78	49	33
52	32	25
36	21	14
61	39	28
62	40	27
44	27	19
45	28	21
45	30	25
46	29	22
57	38	32
45	34	28
39	26	20
46	33	25
38	27	21
41	32	25
35	28	22
31	26	20
33	24	19
45	34	30
52	41	37
41	31	29
46	33	27
55	32	26
58	33	26
68	45	39
65	53	41
66	47	41
67	37	35
104	59	56
137	90	84
149	109	101
158	118	110
163	123	115
167	127	115
176	132	121
183	139	126
188	150	131
194	156	137
201	158	141
205	163	147
205	169	153
209	174	155
212	177	157
212	177	158
211	178	159
207	175	152
204	168	146
201	165	143
200	164	140
197	156	136
191	144	128
184	135	121
180	128	117
179	122	113
171	116	109
172	111	110
176	100	104
179	89	91
188	86	84
194	88	88
197	91	95
201	92	95
204	94	95
206	95	101
203	92	98
198	94	83
208	132	44
220	169	18
221	176	13
221	173	11
215	165	4
214	161	3
219	166	8
220	175	12
223	178	15
223	178	15
224	179	16
224	179	16
224	179	16
224	179	16
224	181	17
224	181	14
224	181	16
225	182	17
227	184	19
228	184	17
229	185	16
233	189	20
235	192	25
238	197	27
246	205	37
247	210	41
245	215	41
243	216	37
239	210	31
232	194	23
224	177	13
211	155	10
197	135	22
189	124	44
187	126	71
187	137	102
188	150	127
192	160	139
194	159	140
192	155	137
186	151	131
185	146	131
184	140	129
177	133	122
170	130	118
170	128	116
167	121	108
156	114	102
146	104	92
131	88	79
119	79	69
136	104	89
135	116	99
116	103	86
94	82	70
66	47	41
77	55	44
102	85	69
94	71	57
90	67	53
99	77	63
99	68	50
107	71	47
126	92	57
98	64	37
66	39	28
68	53	46
63	50	44
36	27	22
36	26	17
43	33	23
47	34	26
49	38	32
54	37	30
70	46	34
82	56	43
80	52	40
68	41	32
57	39	27
63	47	31
70	53	37
63	49	36
45	32	23
54	36	26
103	81	67
134	117	99
72	50	39
50	33	26
41	26	21
43	30	22
44	34	25
32	23	18
25	18	12
40	30	21
58	41	34
64	42	31
66	47	33
59	41	31
43	30	24
34	27	21
26	23	18
23	22	18
27	26	21
37	26	20
88	67	48
131	113	89
79	60	46
49	38	34
23	22	18
24	23	19
25	24	22
30	31	26
27	28	23
28	27	23
29	25	22
27	26	22
31	30	26
34	33	29
33	29	26
31	27	24
32	31	27
35	34	30
35	34	30
35	34	30
32	31	27
38	39	33
64	65	57
80	83	72
100	104	90
101	103	89
101	103	90
103	103	93
102	102	94
102	103	95
104	106	95
105	107	94
107	109	98
108	108	100
87	86	82
83	83	81
90	92	91
88	90	89
91	93	90
92	93	95
90	94	95
90	94	93
103	103	101
19	19	17
4	5	7
5	6	10
8	9	13
6	9	14
6	7	11
4	4	4
3	3	3
6	6	6
8	8	8
6	6	6
3	3	3
5	5	5
5	6	8
7	7	9
7	6	11
7	7	9
11	11	9
12	12	12
38	39	41
27	37	38
5	10	13
4	12	14
7	12	16
13	14	19
23	31	33
22	28	28
5	7	6
5	7	4
5	5	3
4	2	3
4	2	3
6	6	6
6	6	6
5	5	5
5	5	5
6	6	6
6	6	6
5	5	5
2	2	2
5	7	6
6	8	7
6	8	7
6	8	7
5	7	6
6	8	5
6	8	5
4	9	5
7	9	8
7	9	8
7	9	8
4	6	5
10	12	11
15	17	16
7	7	7
5	5	5
11	13	12
16	17	22
25	28	33
40	42	41
42	33	36
90	74	74
133	116	100
111	94	74
70	56	45
50	45	39
52	51	47
49	46	41
61	56	52
66	62	59
60	55	51
63	58	54
58	53	49
84	77	71
67	69	56
59	50	43
60	47	39
75	56	42
99	70	54
109	84	62
91	65	42
87	59	35
78	47	29
89	61	47
94	67	50
89	56	37
92	55	36
77	48	32
34	24	15
24	16	13
53	35	25
70	48	34
46	28	16
42	23	17
40	22	18
43	24	18
61	42	36
47	38	29
34	27	17
38	31	23
33	24	17
41	28	22
37	28	23
35	28	22
32	25	19
46	35	31
71	57	56
58	44	41
51	33	29
57	32	27
59	31	27
66	43	37
60	42	32
55	36	29
47	26	21
74	39	35
111	63	59
138	93	87
152	109	102
161	118	109
163	125	114
172	130	116
178	135	118
183	142	124
189	147	131
195	153	139
198	159	142
202	165	147
205	168	150
207	172	152
208	173	153
204	173	153
203	171	148
201	165	143
199	161	140
197	159	138
194	158	136
195	152	135
192	146	133
183	137	124
180	128	117
173	120	114
172	112	112
177	107	109
178	92	93
188	92	93
198	93	97
201	94	100
207	96	105
211	101	110
211	104	114
211	99	113
201	98	101
205	129	71
219	167	31
221	176	13
220	175	12
216	169	5
212	162	1
213	165	3
220	175	12
224	179	16
225	180	16
224	181	16
225	182	17
225	182	17
225	182	17
226	183	18
225	181	14
227	183	16
231	186	22
235	191	24
238	197	27
240	204	30
242	209	34
245	212	39
247	215	42
244	212	39
238	204	34
231	190	24
220	170	13
207	149	15
194	132	31
186	124	49
182	129	77
184	139	106
190	154	132
194	161	142
200	168	157
200	172	158
195	167	146
194	161	144
192	153	138
187	148	133
179	142	123
175	136	121
174	132	118
170	128	112
164	122	110
159	117	101
147	104	95
134	87	79
121	77	68
140	110	99
141	124	114
108	91	81
82	63	56
65	50	45
70	46	36
93	74	60
119	106	87
106	89	69
71	49	35
65	45	34
79	51	37
102	64	41
115	82	49
92	60	35
66	38	27
65	48	40
52	39	31
36	27	22
36	25	19
42	29	21
48	31	24
52	33	29
61	37	33
73	49	39
73	47	34
79	50	36
79	51	40
60	40	29
56	44	30
58	44	33
49	34	27
45	30	23
41	24	16
93	67	54
132	114	92
71	49	38
51	32	26
42	27	22
37	26	20
35	26	21
27	19	16
27	18	13
49	35	26
71	51	42
63	41	30
69	47	34
57	39	29
41	28	22
28	23	17
26	25	20
24	23	19
24	23	18
31	22	17
83	62	43
119	102	76
84	65	50
58	47	43
27	23	20
22	21	16
26	25	23
32	31	26
31	30	26
28	27	23
31	27	24
29	28	24
29	30	25
30	31	26
32	28	27
29	30	25
31	32	27
33	35	30
33	34	29
34	33	29
32	31	26
43	42	37
73	73	65
83	85	82
106	108	103
110	111	103
107	109	98
105	106	98
105	107	96
103	107	93
102	106	91
101	103	89
102	104	91
101	102	94
83	84	79
91	91	91
89	90	92
90	92	91
91	93	92
91	93	92
89	93	92
92	94	91
104	103	101
19	21	18
4	5	7
5	6	10
8	9	13
6	9	14
5	6	10
4	4	4
2	2	2
7	7	7
8	8	8
5	5	5
4	4	4
5	5	5
6	6	8
7	7	9
6	5	10
13	13	15
9	9	7
4	6	5
30	30	32
24	33	32
5	10	13
6	15	14
4	12	15
11	15	18
14	19	22
12	16	17
8	8	8
16	17	12
16	17	12
3	3	1
2	3	5
4	4	4
7	7	7
5	5	5
5	5	5
6	6	6
7	7	7
5	5	5
3	3	3
4	6	5
6	8	7
7	9	8
7	9	8
5	7	6
7	9	6
8	10	7
5	10	6
5	9	8
6	8	7
7	9	8
8	10	9
13	15	14
21	23	22
17	19	18
6	6	6
12	12	12
13	14	18
16	16	24
38	39	43
48	49	51
69	63	63
103	90	74
98	80	56
77	61	48
53	50	43
48	48	46
36	32	29
43	42	38
53	49	46
51	48	43
49	48	43
52	44	41
80	76	67
73	73	61
53	42	38
59	44	39
77	61	48
90	71	56
90	63	44
91	60	40
84	58	35
73	44	28
106	80	67
95	74	55
93	62	41
94	59	37
68	42	25
27	16	10
25	16	17
75	55	48
80	57	41
53	35	21
39	20	14
36	21	16
40	23	16
53	36	28
40	32	21
38	27	21
41	30	28
34	23	21
39	28	22
30	23	15
28	21	15
31	24	14
41	27	24
63	45	43
65	46	42
59	36	30
60	31	27
59	30	26
62	37	32
58	33	26
56	36	27
43	26	18
49	29	20
81	40	34
121	68	62
142	95	87
155	111	102
159	121	108
165	128	112
171	129	113
180	134	119
187	141	128
188	149	134
192	153	136
197	154	138
199	157	141
203	161	145
203	166	147
202	170	147
202	170	149
201	165	143
198	162	138
198	163	143
195	163	140
195	158	140
192	154	141
186	148	135
182	135	125
176	125	121
173	119	117
175	114	113
177	101	103
184	97	103
192	96	98
197	92	96
206	101	108
217	120	127
212	121	128
218	122	134
208	118	127
214	144	118
215	164	55
217	175	15
220	177	10
218	171	5
215	163	2
216	166	5
220	175	12
225	180	16
226	183	18
226	183	16
226	183	16
228	185	18
230	187	20
234	191	24
237	194	27
240	199	31
242	204	33
244	211	38
246	214	41
245	213	40
241	208	33
235	199	23
228	185	21
215	163	18
203	142	27
195	131	44
188	129	69
183	133	96
182	141	119
186	153	136
194	161	144
199	166	149
200	168	153
203	171	158
203	172	154
201	170	150
199	164	145
197	156	138
188	151	133
183	144	127
178	136	120
175	132	115
172	128	115
164	124	114
158	118	108
148	108	98
134	91	82
120	78	62
131	102	84
124	106	92
91	71	62
82	63	59
62	46	46
57	39	35
75	55	44
92	68	56
101	78	62
98	77	56
78	57	40
60	40	31
68	44	32
93	59	34
106	71	43
80	52	28
61	39	26
62	48	39
53	36	28
40	27	21
36	25	19
39	28	22
46	31	24
55	38	31
73	55	45
72	50	37
77	51	34
79	53	36
69	50	35
65	49	36
66	50	37
58	41	33
53	35	31
41	30	26
28	19	12
85	62	46
132	111	84
73	45	33
52	32	25
42	27	20
28	19	14
25	17	15
26	18	16
39	28	22
67	50	40
74	51	37
64	40	30
66	44	31
60	42	32
40	29	23
30	27	22
30	29	25
26	22	19
23	20	15
31	21	19
76	57	40
111	94	68
78	61	43
45	36	31
23	22	18
22	23	17
24	23	19
30	31	25
38	37	32
33	29	26
27	26	22
29	30	25
28	29	24
28	29	24
30	30	28
30	29	25
33	33	31
33	33	31
34	34	32
32	33	28
33	32	27
50	49	44
73	74	68
89	90	84
114	115	109
118	119	113
116	119	112
115	118	111
115	118	111
114	116	111
115	117	114
117	118	112
120	123	116
115	118	111
96	97	92
89	89	87
92	94	93
88	93	89
89	94	90
89	93	92
87	93	91
89	93	92
102	102	102
19	19	19
4	5	7
4	8	11
6	9	14
7	8	13
4	5	9
3	3	3
2	2	2
7	7	7
8	8	8
4	4	4
5	5	3
4	6	5
5	6	8
7	8	12
9	8	13
16	16	16
3	3	3
4	2	3
27	29	28
33	43	42
6	14	16
9	12	17
4	12	15
14	19	22
35	46	52
27	35	37
7	11	10
12	11	7
30	27	20
4	5	0
2	2	2
4	4	4
7	7	7
5	5	5
5	5	5
5	5	5
6	6	6
5	5	5
4	4	4
5	5	5
7	7	7
7	9	8
6	8	7
6	8	7
6	8	7
6	8	7
7	9	8
5	10	6
6	8	5
9	11	8
12	14	13
10	12	11
19	20	22
42	46	47
13	18	21
9	9	11
10	14	17
11	16	22
22	25	32
31	35	38
51	51	51
79	69	60
88	67	46
81	64	48
58	55	46
41	41	39
25	21	18
38	33	30
43	42	38
41	40	35
46	38	36
46	37	30
79	68	64
77	77	65
55	45	33
63	44	38
84	64	53
92	70	49
92	67	45
89	62	41
80	55	35
85	56	40
105	79	64
96	64	49
100	65	46
97	65	40
50	36	23
16	11	8
60	36	36
104	85	71
81	59	38
64	36	25
37	22	15
34	21	15
41	23	19
51	32	26
41	28	22
39	30	21
42	32	23
40	27	21
37	26	22
28	21	15
28	19	14
28	21	15
37	26	24
50	29	26
68	38	36
68	34	32
63	30	23
61	33	22
65	35	27
61	34	25
61	37	25
49	31	21
54	29	24
73	43	35
103	60	53
128	73	70
142	98	89
153	111	99
160	116	107
164	120	109
170	127	111
177	134	117
186	140	125
190	144	129
192	149	133
193	154	137
199	160	143
203	166	150
201	168	149
201	166	146
200	162	141
201	163	142
199	164	142
194	163	143
193	160	141
193	156	140
191	152	137
187	145	131
182	135	125
180	127	121
175	117	115
177	105	106
183	103	104
186	97	99
194	91	95
205	102	106
208	117	122
214	128	139
219	139	152
207	134	143
213	149	139
210	156	66
218	174	13
222	180	10
217	174	10
215	168	2
215	171	4
223	176	12
226	181	17
229	184	20
231	187	20
234	192	22
239	197	25
243	201	31
245	208	39
245	211	41
244	214	42
244	214	38
240	206	36
235	196	30
227	182	21
216	160	23
204	145	27
193	133	47
185	131	69
182	136	102
185	147	126
189	157	142
189	161	149
189	163	148
195	166	148
199	166	149
203	170	151
204	171	152
205	172	153
205	169	153
202	165	147
198	160	141
191	153	130
185	147	126
180	139	119
175	133	117
172	128	117
168	126	112
161	119	105
152	110	98
137	93	84
122	76	63
117	84	67
114	91	77
78	55	49
71	48	42
66	52	43
47	34	26
62	45	38
82	63	49
87	68	54
84	66	52
80	58	44
71	52	38
65	47	35
69	46	32
90	53	35
100	64	40
73	44	28
60	40	31
62	49	40
50	42	31
41	32	25
37	26	22
42	28	25
47	34	28
68	50	40
72	53	39
72	49	35
74	51	35
66	44	31
64	41	33
61	43	33
63	42	37
61	45	32
54	35	29
30	21	16
27	16	14
96	63	44
132	101	72
68	40	28
52	32	25
38	25	19
27	18	13
20	15	12
19	18	13
43	36	26
67	53	44
67	48	34
61	38	32
68	41	30
62	42	31
40	27	21
37	28	23
32	27	24
22	21	17
19	18	13
30	22	19
75	56	39
113	87	60
78	56	43
38	29	24
24	25	20
21	22	17
25	24	22
27	28	23
41	40	36
32	31	27
27	26	22
27	26	22
28	27	23
28	28	26
29	29	27
31	32	27
34	33	29
38	34	31
35	34	30
34	33	29
31	32	27
53	54	49
75	74	69
93	94	89
115	116	110
116	117	109
115	118	109
114	117	110
110	117	110
111	116	110
115	117	114
119	120	115
126	127	121
119	120	114
91	92	87
90	90	90
93	93	93
91	91	93
93	93	95
95	95	95
93	95	94
91	93	92
101	101	103
20	20	20
4	5	7
4	8	11
6	9	14
7	8	12
5	6	8
3	3	3
2	2	2
7	7	7
12	12	12
5	5	5
5	5	5
5	7	6
5	6	8
7	8	10
15	16	18
9	10	12
2	2	4
2	0	1
20	22	21
42	48	46
14	20	20
9	10	12
8	12	15
10	14	15
39	48	53
39	48	47
13	17	16
9	8	4
28	25	16
11	12	6
2	2	2
3	3	3
7	7	7
6	6	6
3	3	3
4	4	4
6	6	6
5	5	5
5	5	5
6	6	6
6	6	6
5	7	6
6	8	7
8	10	9
6	8	7
6	8	7
7	9	8
7	9	8
8	10	9
10	12	11
12	14	13
7	9	8
5	7	6
21	25	26
15	19	20
5	9	8
12	16	19
13	16	23
19	22	29
20	23	30
31	32	37
58	52	52
72	58	49
78	62	47
63	54	45
49	44	40
40	32	29
39	36	31
38	39	33
40	37	32
46	35	31
51	36	33
81	66	61
85	81	69
63	53	43
68	51	44
94	78	65
108	87	68
89	66	50
90	61	43
95	62	45
107	80	61
105	78	59
102	67	47
107	71	47
97	66	45
41	26	21
31	16	11
103	80	74
109	92	76
77	54	36
67	38	24
45	22	14
42	25	18
48	29	23
50	29	26
41	26	21
42	29	21
42	29	21
41	28	22
35	24	18
26	22	13
26	21	15
40	22	18
58	24	23
74	24	25
79	28	27
70	26	23
61	28	21
60	31	23
65	32	23
64	34	24
60	36	24
51	31	24
55	31	27
75	55	44
78	50	39
95	48	42
123	70	64
140	90	81
151	103	93
159	112	102
167	123	112
171	127	116
175	133	117
182	141	123
185	147	128
190	152	133
195	156	139
199	162	144
197	164	145
197	165	144
199	164	144
197	165	144
192	164	143
193	161	146
194	158	142
193	154	139
190	151	136
188	150	137
185	145	133
181	137	124
176	128	116
178	117	112
179	110	105
182	102	101
189	97	102
196	96	106
201	104	115
211	115	127
210	120	130
209	121	135
202	124	124
206	144	67
218	171	19
219	176	11
219	176	9
218	172	0
218	170	0
225	183	11
235	194	28
241	200	34
245	207	38
245	213	44
246	216	42
246	217	38
242	212	36
237	202	36
233	191	29
222	172	21
212	154	31
202	142	46
194	135	65
189	136	94
191	139	117
186	143	124
189	153	137
189	162	145
